ensembl	uniprot	protein_name
ENSG00000187608	A0A096LPJ4	ISG15_HUMAN
ENSG00000187608	A0A096LPJ4	A0A096LPJ4_HUMAN
ENSG00000187608	A0A096LPJ4	A0A096LNZ9_HUMAN
ENSG00000187608	A0A096LNZ9	ISG15_HUMAN
ENSG00000187608	A0A096LNZ9	A0A096LPJ4_HUMAN
ENSG00000187608	A0A096LNZ9	A0A096LNZ9_HUMAN
ENSG00000187676	Q6Y288	B3GLT_HUMAN
ENSG00000187688	Q9Y5S1	TRPV2_HUMAN
ENSG00000187720	Q6ZMP0	THSD4_HUMAN
ENSG00000187735	P23193	TCEA1_HUMAN
ENSG00000187800	Q5VY43	PEAR1_HUMAN
ENSG00000187837	P16403	H12_HUMAN
ENSG00000187838	Q9NRY6	PLS3_HUMAN
ENSG00000187840	Q13541	4EBP1_HUMAN
ENSG00000188021	Q9UHD9	UBQL2_HUMAN
ENSG00000188026	Q5EBL4	RIPL1_HUMAN
ENSG00000188092	P0CG08	GPHRB_HUMAN
ENSG00000188130	P53778	MK12_HUMAN
ENSG00000188157	O00468	AGRIN_HUMAN
ENSG00000188167	Q6ZT21	TMPPE_HUMAN
ENSG00000188177	P61129	ZC3H6_HUMAN
ENSG00000188191	C9JSK5	C9JSK5_HUMAN
ENSG00000188191	C9JSK5	H7BYW5_HUMAN
ENSG00000188191	C9JSK5	KAP1_HUMAN
ENSG00000188191	H7BYW5	C9JSK5_HUMAN
ENSG00000188191	H7BYW5	H7BYW5_HUMAN
ENSG00000188191	H7BYW5	KAP1_HUMAN
ENSG00000188191	P31321	C9JSK5_HUMAN
ENSG00000188191	P31321	H7BYW5_HUMAN
ENSG00000188191	P31321	KAP1_HUMAN
ENSG00000188215	Q8IWE4	DCNL3_HUMAN
ENSG00000188229	P68371	TBB4B_HUMAN
ENSG00000188243	Q7Z4G1	COMD6_HUMAN
ENSG00000188313	C9J7K9	C9J7K9_HUMAN
ENSG00000188313	C9J7K9	PLS1_HUMAN
ENSG00000188313	O15162	C9J7K9_HUMAN
ENSG00000188313	O15162	PLS1_HUMAN
ENSG00000188342	P13984	T2FB_HUMAN
ENSG00000188352	Q5VW36	FOCAD_HUMAN
ENSG00000188419	P24386	RAE1_HUMAN
ENSG00000188486	P16104	H2AX_HUMAN
ENSG00000188529	Q5JRI1	Q5JRI1_HUMAN
ENSG00000188529	Q5JRI1	SRS10_HUMAN
ENSG00000188529	O75494	Q5JRI1_HUMAN
ENSG00000188529	O75494	SRS10_HUMAN
ENSG00000188536	P69905	HBA_HUMAN
ENSG00000188549	Q6ZUT6	CCD9B_HUMAN
ENSG00000188612	P61956	SUMO2_HUMAN
ENSG00000188643	Q96FQ6	S10AG_HUMAN
ENSG00000188677	Q9HBI1	PARVB_HUMAN
ENSG00000188739	A2A2V2	A2A2V2_HUMAN
ENSG00000188739	A2A2V2	RBM34_HUMAN
ENSG00000188739	P42696	A2A2V2_HUMAN
ENSG00000188739	P42696	RBM34_HUMAN
ENSG00000188807	Q5SNT2	TM201_HUMAN
ENSG00000188807	Q5SNT2	H0Y4R5_HUMAN
ENSG00000188807	H0Y4R5	TM201_HUMAN
ENSG00000188807	H0Y4R5	H0Y4R5_HUMAN
ENSG00000188811	Q5JS37	NHLC3_HUMAN
ENSG00000188846	P50914	RL14_HUMAN
ENSG00000188976	Q9Y3T9	NOC2L_HUMAN
ENSG00000188986	A0A5H1ZRP4	A0A5H1ZRP4_HUMAN
ENSG00000188997	Q4G0X4	KCD21_HUMAN
ENSG00000189043	O00483	NDUA4_HUMAN
ENSG00000189056	J3KQ66	J3KQ66_HUMAN
ENSG00000189056	J3KQ66	A0A7P0TA83_HUMAN
ENSG00000189056	J3KQ66	RELN_HUMAN
ENSG00000189056	A0A7P0TA83	J3KQ66_HUMAN
ENSG00000189056	A0A7P0TA83	A0A7P0TA83_HUMAN
ENSG00000189056	A0A7P0TA83	RELN_HUMAN
ENSG00000189056	P78509	J3KQ66_HUMAN
ENSG00000189056	P78509	A0A7P0TA83_HUMAN
ENSG00000189056	P78509	RELN_HUMAN
ENSG00000189060	P07305	H10_HUMAN
ENSG00000189077	A0A087X266	A0A087X266_HUMAN
ENSG00000189077	A0A087X266	A0A024R4K9_HUMAN
ENSG00000189077	A0A087X266	TACAN_HUMAN
ENSG00000189077	A0A087X266	A0A087WZA9_HUMAN
ENSG00000189077	A0A024R4K9	A0A087X266_HUMAN
ENSG00000189077	A0A024R4K9	A0A024R4K9_HUMAN
ENSG00000189077	A0A024R4K9	TACAN_HUMAN
ENSG00000189077	A0A024R4K9	A0A087WZA9_HUMAN
ENSG00000189077	Q9BXJ8	A0A087X266_HUMAN
ENSG00000189077	Q9BXJ8	A0A024R4K9_HUMAN
ENSG00000189077	Q9BXJ8	TACAN_HUMAN
ENSG00000189077	Q9BXJ8	A0A087WZA9_HUMAN
ENSG00000189077	A0A087WZA9	A0A087X266_HUMAN
ENSG00000189077	A0A087WZA9	A0A024R4K9_HUMAN
ENSG00000189077	A0A087WZA9	TACAN_HUMAN
ENSG00000189077	A0A087WZA9	A0A087WZA9_HUMAN
ENSG00000189091	Q15393	SF3B3_HUMAN
ENSG00000189114	Q6QNY0	BL1S3_HUMAN
ENSG00000189159	Q9UK76	JUPI1_HUMAN
ENSG00000189159	Q9UK76	J3KSH8_HUMAN
ENSG00000189159	J3KSH8	JUPI1_HUMAN
ENSG00000189159	J3KSH8	J3KSH8_HUMAN
ENSG00000189171	Q99584	S10AD_HUMAN
ENSG00000189182	Q7Z794	K2C1B_HUMAN
ENSG00000189221	P21397	AOFA_HUMAN
ENSG00000189241	Q9H0U9	TSYL1_HUMAN
ENSG00000189306	Q9Y3A4	RRP7A_HUMAN
ENSG00000189369	Q8IYD1	ERF3B_HUMAN
ENSG00000189403	P09429	HMGB1_HUMAN
ENSG00000196072	Q6QNY1	BL1S2_HUMAN
ENSG00000196116	Q8NHU6	TDRD7_HUMAN
ENSG00000196132	Q01538	MYT1_HUMAN
ENSG00000196139	A0A0A0MSS8	A0A0A0MSS8_HUMAN
ENSG00000196139	A0A0A0MSS8	AK1C3_HUMAN
ENSG00000196139	P42330	A0A0A0MSS8_HUMAN
ENSG00000196139	P42330	AK1C3_HUMAN
ENSG00000196141	Q9NUQ6	SPS2L_HUMAN
ENSG00000196154	P26447	S10A4_HUMAN
ENSG00000196159	A0A6Q8JR05	A0A6Q8JR05_HUMAN
ENSG00000196177	P45954	ACDSB_HUMAN
ENSG00000196199	Q99549	MPP8_HUMAN
ENSG00000196230	P07437	TBB5_HUMAN
ENSG00000196235	O00267	SPT5H_HUMAN
ENSG00000196236	Q9NQH7	XPP3_HUMAN
ENSG00000196262	P62937	PPIA_HUMAN
ENSG00000196262	P62937	A0A7I2V4V1_HUMAN
ENSG00000196262	A0A7I2V4V1	PPIA_HUMAN
ENSG00000196262	A0A7I2V4V1	A0A7I2V4V1_HUMAN
ENSG00000196290	Q9GZT8	NIF3L_HUMAN
ENSG00000196305	P41252	SYIC_HUMAN
ENSG00000196313	Q96HA1	P121A_HUMAN
ENSG00000196352	B1AP13	B1AP13_HUMAN
ENSG00000196352	B1AP13	H3BLV0_HUMAN
ENSG00000196352	B1AP13	DAF_HUMAN
ENSG00000196352	H3BLV0	B1AP13_HUMAN
ENSG00000196352	H3BLV0	H3BLV0_HUMAN
ENSG00000196352	H3BLV0	DAF_HUMAN
ENSG00000196352	P08174	B1AP13_HUMAN
ENSG00000196352	P08174	H3BLV0_HUMAN
ENSG00000196352	P08174	DAF_HUMAN
ENSG00000196363	P61964	WDR5_HUMAN
ENSG00000196365	K7EKE6	K7EKE6_HUMAN
ENSG00000196365	K7EKE6	K7EJE8_HUMAN
ENSG00000196365	K7EJE8	K7EKE6_HUMAN
ENSG00000196365	K7EJE8	K7EJE8_HUMAN
ENSG00000196396	P18031	PTN1_HUMAN
ENSG00000196411	P54760	EPHB4_HUMAN
ENSG00000196411	P54760	Q96L35_HUMAN
ENSG00000196411	Q96L35	EPHB4_HUMAN
ENSG00000196411	Q96L35	Q96L35_HUMAN
ENSG00000196419	P12956	XRCC6_HUMAN
ENSG00000196428	O75157	T22D2_HUMAN
ENSG00000196455	Q99570	PI3R4_HUMAN
ENSG00000196459	P0DI81	TPC2A_HUMAN
ENSG00000196465	P14649	MYL6B_HUMAN
ENSG00000196497	Q8TEX9	IPO4_HUMAN
ENSG00000196504	O75400	PR40A_HUMAN
ENSG00000196507	Q969E4	TCAL3_HUMAN
ENSG00000196510	Q9UJX3	APC7_HUMAN
ENSG00000196511	Q9H3S4	TPK1_HUMAN
ENSG00000196511	Q9H3S4	F8WCM7_HUMAN
ENSG00000196511	Q9H3S4	F5GZG6_HUMAN
ENSG00000196511	Q9H3S4	F8VRJ6_HUMAN
ENSG00000196511	F8WCM7	TPK1_HUMAN
ENSG00000196511	F8WCM7	F8WCM7_HUMAN
ENSG00000196511	F8WCM7	F5GZG6_HUMAN
ENSG00000196511	F8WCM7	F8VRJ6_HUMAN
ENSG00000196511	F5GZG6	TPK1_HUMAN
ENSG00000196511	F5GZG6	F8WCM7_HUMAN
ENSG00000196511	F5GZG6	F5GZG6_HUMAN
ENSG00000196511	F5GZG6	F8VRJ6_HUMAN
ENSG00000196511	F8VRJ6	TPK1_HUMAN
ENSG00000196511	F8VRJ6	F8WCM7_HUMAN
ENSG00000196511	F8VRJ6	F5GZG6_HUMAN
ENSG00000196511	F8VRJ6	F8VRJ6_HUMAN
ENSG00000196526	Q8N556	AFAP1_HUMAN
ENSG00000196531	E9PAV3	NACAM_HUMAN
ENSG00000196535	Q92614	MY18A_HUMAN
ENSG00000196544	Q96GS4	BORC6_HUMAN
ENSG00000196549	A0A7I2U302	A0A7I2U302_HUMAN
ENSG00000196549	A0A7I2U302	NEP_HUMAN
ENSG00000196549	P08473	A0A7I2U302_HUMAN
ENSG00000196549	P08473	NEP_HUMAN
ENSG00000196562	Q8IWU5	SULF2_HUMAN
ENSG00000196570	P60673	PROF3_HUMAN
ENSG00000196576	O15031	PLXB2_HUMAN
ENSG00000196586	A0A0A0MRM8	A0A0A0MRM8_HUMAN
ENSG00000196591	Q92769	HDAC2_HUMAN
ENSG00000196604	A5A3E0	POTEF_HUMAN
ENSG00000196611	P03956	MMP1_HUMAN
ENSG00000196628	P15884	ITF2_HUMAN
ENSG00000196628	P15884	H3BPJ7_HUMAN
ENSG00000196628	H3BPJ7	ITF2_HUMAN
ENSG00000196628	H3BPJ7	H3BPJ7_HUMAN
ENSG00000196642	Q3YEC7	RABL6_HUMAN
ENSG00000196655	Q9Y296	TPPC4_HUMAN
ENSG00000196663	O15040	TCPR2_HUMAN
ENSG00000196712	P21359	NF1_HUMAN
ENSG00000196715	A0A3B3ISV4	A0A3B3ISV4_HUMAN
ENSG00000196743	P17900	SAP3_HUMAN
ENSG00000196776	Q08722	CD47_HUMAN
ENSG00000196776	Q08722	A0A2R8Y484_HUMAN
ENSG00000196776	A0A2R8Y484	CD47_HUMAN
ENSG00000196776	A0A2R8Y484	A0A2R8Y484_HUMAN
ENSG00000196792	Q13033	STRN3_HUMAN
ENSG00000196834	P0CG38	POTEI_HUMAN
ENSG00000196839	P00813	ADA_HUMAN
ENSG00000196865	Q8NBF2	NHLC2_HUMAN
ENSG00000196872	Q6NV74	CRCDL_HUMAN
ENSG00000196914	Q9NZN5	ARHGC_HUMAN
ENSG00000196923	Q9NR12	PDLI7_HUMAN
ENSG00000196924	H7C2E7	H7C2E7_HUMAN
ENSG00000196924	H7C2E7	FLNA_HUMAN
ENSG00000196924	P21333	H7C2E7_HUMAN
ENSG00000196924	P21333	FLNA_HUMAN
ENSG00000196935	Q7Z6B7	SRGP1_HUMAN
ENSG00000196937	Q92520	FAM3C_HUMAN
ENSG00000196943	Q86U38	NOP9_HUMAN
ENSG00000196950	Q9ULF5	S39AA_HUMAN
ENSG00000196954	P49662	CASP4_HUMAN
ENSG00000196961	O95782	AP2A1_HUMAN
ENSG00000196968	Q495W5	FUT11_HUMAN
ENSG00000196975	P09525	ANXA4_HUMAN
ENSG00000196976	Q14657	LAGE3_HUMAN
ENSG00000197043	E5RK69	E5RK69_HUMAN
ENSG00000197043	E5RK69	ANXA6_HUMAN
ENSG00000197043	P08133	E5RK69_HUMAN
ENSG00000197043	P08133	ANXA6_HUMAN
ENSG00000197045	G3V4P8	G3V4P8_HUMAN
ENSG00000197045	G3V4P8	GMFB_HUMAN
ENSG00000197045	P60983	G3V4P8_HUMAN
ENSG00000197045	P60983	GMFB_HUMAN
ENSG00000197061	P62805	H4_HUMAN
ENSG00000197070	Q8N5I2	ARRD1_HUMAN
ENSG00000197077	A0A1B0GVJ7	A0A1B0GVJ7_HUMAN
ENSG00000197077	A0A1B0GVJ7	K1671_HUMAN
ENSG00000197077	Q9BY89	A0A1B0GVJ7_HUMAN
ENSG00000197077	Q9BY89	K1671_HUMAN
ENSG00000197081	P11717	MPRI_HUMAN
ENSG00000197102	Q14204	DYHC1_HUMAN
ENSG00000197111	F8VRH0	F8VRH0_HUMAN
ENSG00000197111	F8VRH0	PCBP2_HUMAN
ENSG00000197111	Q15366	F8VRH0_HUMAN
ENSG00000197111	Q15366	PCBP2_HUMAN
ENSG00000197114	Q8N5A5	ZGPAT_HUMAN
ENSG00000197119	Q8N8R3	
ENSG00000197122	P12931	SRC_HUMAN
ENSG00000197142	Q9ULC5	ACSL5_HUMAN
ENSG00000197150	Q9NUT2	MITOS_HUMAN
ENSG00000197153	P68431	H31_HUMAN
ENSG00000197157	Q7KZF4	SND1_HUMAN
ENSG00000197170	O00232	PSD12_HUMAN
ENSG00000197183	A0A087X0N3	A0A087X0N3_HUMAN
ENSG00000197183	A0A087X0N3	NOL4L_HUMAN
ENSG00000197183	Q96MY1	A0A087X0N3_HUMAN
ENSG00000197183	Q96MY1	NOL4L_HUMAN
ENSG00000197226	Q66K14	TBC9B_HUMAN
ENSG00000197238	P62805	H4_HUMAN
ENSG00000197256	Q63ZY3	KANK2_HUMAN
ENSG00000197265	P29084	T2EB_HUMAN
ENSG00000197296	Q8N6M3	FITM2_HUMAN
ENSG00000197312	Q5TDH0	DDI2_HUMAN
ENSG00000197321	O95425	SVIL_HUMAN
ENSG00000197323	Q9UPN9	TRI33_HUMAN
ENSG00000197324	Q7Z4F1	LRP10_HUMAN
ENSG00000197345	Q7Z2W9	RM21_HUMAN
ENSG00000197355	Q3KQV9	UAP1L_HUMAN
ENSG00000197386	P42858	HD_HUMAN
ENSG00000197386	P42858	A0A7P0TA78_HUMAN
ENSG00000197386	P42858	A0A7P0TAC5_HUMAN
ENSG00000197386	A0A7P0TA78	HD_HUMAN
ENSG00000197386	A0A7P0TA78	A0A7P0TA78_HUMAN
ENSG00000197386	A0A7P0TA78	A0A7P0TAC5_HUMAN
ENSG00000197386	A0A7P0TAC5	HD_HUMAN
ENSG00000197386	A0A7P0TAC5	A0A7P0TA78_HUMAN
ENSG00000197386	A0A7P0TAC5	A0A7P0TAC5_HUMAN
ENSG00000197409	P68431	H31_HUMAN
ENSG00000197415	Q14D04	MELT_HUMAN
ENSG00000197448	Q9Y2Q3	GSTK1_HUMAN
ENSG00000197451	D6RD18	D6RD18_HUMAN
ENSG00000197451	D6RD18	D6R9P3_HUMAN
ENSG00000197451	D6RD18	D6RBZ0_HUMAN
ENSG00000197451	D6R9P3	D6RD18_HUMAN
ENSG00000197451	D6R9P3	D6R9P3_HUMAN
ENSG00000197451	D6R9P3	D6RBZ0_HUMAN
ENSG00000197451	D6RBZ0	D6RD18_HUMAN
ENSG00000197451	D6RBZ0	D6R9P3_HUMAN
ENSG00000197451	D6RBZ0	D6RBZ0_HUMAN
ENSG00000197498	Q9H7B2	RPF2_HUMAN
ENSG00000197535	Q9Y4I1	MYO5A_HUMAN
ENSG00000197548	O95352	ATG7_HUMAN
ENSG00000197555	O43166	SI1L1_HUMAN
ENSG00000197601	E9PNW8	E9PNW8_HUMAN
ENSG00000197601	E9PNW8	FACR1_HUMAN
ENSG00000197601	Q8WVX9	E9PNW8_HUMAN
ENSG00000197601	Q8WVX9	FACR1_HUMAN
ENSG00000197619	H9KV89	H9KV89_HUMAN
ENSG00000197632	P05120	PAI2_HUMAN
ENSG00000197635	A0A7I2V2R5	A0A7I2V2R5_HUMAN
ENSG00000197635	A0A7I2V2R5	DPP4_HUMAN
ENSG00000197635	P27487	A0A7I2V2R5_HUMAN
ENSG00000197635	P27487	DPP4_HUMAN
ENSG00000197646	Q9BQ51	PD1L2_HUMAN
ENSG00000197694	A0A0D9SF54	A0A0D9SF54_HUMAN
ENSG00000197694	A0A0D9SF54	SPTN1_HUMAN
ENSG00000197694	Q13813	A0A0D9SF54_HUMAN
ENSG00000197694	Q13813	SPTN1_HUMAN
ENSG00000197702	Q9NVD7	PARVA_HUMAN
ENSG00000197712	Q8IWE2	NXP20_HUMAN
ENSG00000197713	Q96AT9	RPE_HUMAN
ENSG00000197728	P62854	RS26_HUMAN
ENSG00000197746	P07602	SAP_HUMAN
ENSG00000197747	P60903	S10AA_HUMAN
ENSG00000197756	P61513	RL37A_HUMAN
ENSG00000197756	P61513	C9J4Z3_HUMAN
ENSG00000197756	C9J4Z3	RL37A_HUMAN
ENSG00000197756	C9J4Z3	C9J4Z3_HUMAN
ENSG00000197763	H0YBQ0	H0YBQ0_HUMAN
ENSG00000197763	H0YBI6	H0YBI6_HUMAN
ENSG00000197763	H0YBI6	TRXR3_HUMAN
ENSG00000197763	Q86VQ6	H0YBI6_HUMAN
ENSG00000197763	Q86VQ6	TRXR3_HUMAN
ENSG00000197771	Q9BTE3	MCMBP_HUMAN
ENSG00000197785	Q9NVI7	ATD3A_HUMAN
ENSG00000197798	J3KP39	J3KP39_HUMAN
ENSG00000197798	J3KP39	E9PMJ2_HUMAN
ENSG00000197798	J3KP39	F118B_HUMAN
ENSG00000197798	E9PMJ2	J3KP39_HUMAN
ENSG00000197798	E9PMJ2	E9PMJ2_HUMAN
ENSG00000197798	E9PMJ2	F118B_HUMAN
ENSG00000197798	Q9BPY3	J3KP39_HUMAN
ENSG00000197798	Q9BPY3	E9PMJ2_HUMAN
ENSG00000197798	Q9BPY3	F118B_HUMAN
ENSG00000197837	P62805	H4_HUMAN
ENSG00000197858	O43292	GPAA1_HUMAN
ENSG00000197860	Q96EQ0	SGTB_HUMAN
ENSG00000197872	Q9H0Q0	CYRIA_HUMAN
ENSG00000197879	O00159	MYO1C_HUMAN
ENSG00000197892	Q9NQT8	KI13B_HUMAN
ENSG00000197894	P11766	ADHX_HUMAN
ENSG00000197903	O60814	H2B1K_HUMAN
ENSG00000197915	Q86YZ3	HORN_HUMAN
ENSG00000197930	Q96HE7	ERO1A_HUMAN
ENSG00000197943	P16885	PLCG2_HUMAN
ENSG00000197948	Q86WN1	FCSD1_HUMAN
ENSG00000197956	P06703	S10A6_HUMAN
ENSG00000197958	P30050	RL12_HUMAN
ENSG00000197965	O95297	MPZL1_HUMAN
ENSG00000197969	Q96RL7	VP13A_HUMAN
ENSG00000198000	F5H101	F5H101_HUMAN
ENSG00000198000	F5H101	NOL8_HUMAN
ENSG00000198000	F5H101	F8WE42_HUMAN
ENSG00000198000	Q76FK4	F5H101_HUMAN
ENSG00000198000	Q76FK4	NOL8_HUMAN
ENSG00000198000	Q76FK4	F8WE42_HUMAN
ENSG00000198000	F8WE42	F5H101_HUMAN
ENSG00000198000	F8WE42	NOL8_HUMAN
ENSG00000198000	F8WE42	F8WE42_HUMAN
ENSG00000198001	Q9NWZ3	IRAK4_HUMAN
ENSG00000198034	P62701	RS4X_HUMAN
ENSG00000198042	Q9BXY0	MAK16_HUMAN
ENSG00000198053	P78324	SHPS1_HUMAN
ENSG00000198060	Q9NX47	MARH5_HUMAN
ENSG00000198087	Q9Y5K6	CD2AP_HUMAN
ENSG00000198113	Q9NXH8	TOR4A_HUMAN
ENSG00000198130	Q6NVY1	HIBCH_HUMAN
ENSG00000198160	Q8N108	MIER1_HUMAN
ENSG00000198162	O60476	MA1A2_HUMAN
ENSG00000198171	Q96HY6	DDRGK_HUMAN
ENSG00000198189	Q8NBQ5	DHB11_HUMAN
ENSG00000198218	Q2TAL8	QRIC1_HUMAN
ENSG00000198231	Q86XP3	DDX42_HUMAN
ENSG00000198242	P62750	RL23A_HUMAN
ENSG00000198258	Q9BZL1	UBL5_HUMAN
ENSG00000198265	P42694	HELZ_HUMAN
ENSG00000198301	Q9NVU7	SDA1_HUMAN
ENSG00000198356	O43681	GET3_HUMAN
ENSG00000198363	Q12797	ASPH_HUMAN
ENSG00000198380	Q06210	GFPT1_HUMAN
ENSG00000198382	Q9P2Y5	UVRAG_HUMAN
ENSG00000198399	Q9NZM3	ITSN2_HUMAN
ENSG00000198408	O60502	OGA_HUMAN
ENSG00000198417	P04733	MT1F_HUMAN
ENSG00000198420	Q9Y4C2	TCAF1_HUMAN
ENSG00000198431	Q16881	TRXR1_HUMAN
ENSG00000198492	Q9Y5A9	YTHD2_HUMAN
ENSG00000198498	Q96EY4	TMA16_HUMAN
ENSG00000198498	Q96EY4	H0Y9X1_HUMAN
ENSG00000198498	Q96EY4	D6RA57_HUMAN
ENSG00000198498	H0Y9X1	TMA16_HUMAN
ENSG00000198498	H0Y9X1	H0Y9X1_HUMAN
ENSG00000198498	H0Y9X1	D6RA57_HUMAN
ENSG00000198498	D6RA57	TMA16_HUMAN
ENSG00000198498	D6RA57	H0Y9X1_HUMAN
ENSG00000198498	D6RA57	D6RA57_HUMAN
ENSG00000198522	Q9HCN4	GPN1_HUMAN
ENSG00000198554	O75717	WDHD1_HUMAN
ENSG00000198561	C9JZR2	C9JZR2_HUMAN
ENSG00000198561	C9JZR2	H0YC95_HUMAN
ENSG00000198561	C9JZR2	CTND1_HUMAN
ENSG00000198561	H0YC95	C9JZR2_HUMAN
ENSG00000198561	H0YC95	H0YC95_HUMAN
ENSG00000198561	H0YC95	CTND1_HUMAN
ENSG00000198561	O60716	C9JZR2_HUMAN
ENSG00000198561	O60716	H0YC95_HUMAN
ENSG00000198561	O60716	CTND1_HUMAN
ENSG00000198563	Q13838	DX39B_HUMAN
ENSG00000198585	Q96DE0	NUD16_HUMAN
ENSG00000198589	A0A494C1L5	A0A494C1L5_HUMAN
ENSG00000198612	E9PGT6	E9PGT6_HUMAN
ENSG00000198612	E9PGT6	CSN8_HUMAN
ENSG00000198612	Q99627	E9PGT6_HUMAN
ENSG00000198612	Q99627	CSN8_HUMAN
ENSG00000198648	Q9UEW8	STK39_HUMAN
ENSG00000198668	P0DP23	CALM1_HUMAN
ENSG00000198677	Q6PGP7	
ENSG00000198682	O95340	PAPS2_HUMAN
ENSG00000198689	Q92581	SL9A6_HUMAN
ENSG00000198689	Q92581	A0A1B0GV11_HUMAN
ENSG00000198689	Q92581	A0A0D9SGH0_HUMAN
ENSG00000198689	Q92581	A0A7I2V2B0_HUMAN
ENSG00000198689	A0A1B0GV11	SL9A6_HUMAN
ENSG00000198689	A0A1B0GV11	A0A1B0GV11_HUMAN
ENSG00000198689	A0A1B0GV11	A0A0D9SGH0_HUMAN
ENSG00000198689	A0A1B0GV11	A0A7I2V2B0_HUMAN
ENSG00000198689	A0A0D9SGH0	SL9A6_HUMAN
ENSG00000198689	A0A0D9SGH0	A0A1B0GV11_HUMAN
ENSG00000198689	A0A0D9SGH0	A0A0D9SGH0_HUMAN
ENSG00000198689	A0A0D9SGH0	A0A7I2V2B0_HUMAN
ENSG00000198689	A0A7I2V2B0	SL9A6_HUMAN
ENSG00000198689	A0A7I2V2B0	A0A1B0GV11_HUMAN
ENSG00000198689	A0A7I2V2B0	A0A0D9SGH0_HUMAN
ENSG00000198689	A0A7I2V2B0	A0A7I2V2B0_HUMAN
ENSG00000198692	O14602	IF1AY_HUMAN
ENSG00000198695	P03923	NU6M_HUMAN
ENSG00000198700	Q96P70	IPO9_HUMAN
ENSG00000198712	P00403	COX2_HUMAN
ENSG00000198715	Q8WWB7	GLMP_HUMAN
ENSG00000198715	Q8WWB7	A0A087WV34_HUMAN
ENSG00000198715	A0A087WV34	GLMP_HUMAN
ENSG00000198715	A0A087WV34	A0A087WV34_HUMAN
ENSG00000198720	Q86YJ7	AN13B_HUMAN
ENSG00000198721	O75521	ECI2_HUMAN
ENSG00000198721	O75521	A0A0C4DGA2_HUMAN
ENSG00000198721	A0A0C4DGA2	ECI2_HUMAN
ENSG00000198721	A0A0C4DGA2	A0A0C4DGA2_HUMAN
ENSG00000198722	O14795	UN13B_HUMAN
ENSG00000198722	O14795	B1AM27_HUMAN
ENSG00000198722	O14795	A0A1B0GUS7_HUMAN
ENSG00000198722	B1AM27	UN13B_HUMAN
ENSG00000198722	B1AM27	B1AM27_HUMAN
ENSG00000198722	B1AM27	A0A1B0GUS7_HUMAN
ENSG00000198722	A0A1B0GUS7	UN13B_HUMAN
ENSG00000198722	A0A1B0GUS7	B1AM27_HUMAN
ENSG00000198722	A0A1B0GUS7	A0A1B0GUS7_HUMAN
ENSG00000198727	P00156	CYB_HUMAN
ENSG00000198730	Q6PD62	CTR9_HUMAN
ENSG00000198734	A0A0A0MRJ7	A0A0A0MRJ7_HUMAN
ENSG00000198734	A0A0A0MRJ7	FA5_HUMAN
ENSG00000198734	P12259	A0A0A0MRJ7_HUMAN
ENSG00000198734	P12259	FA5_HUMAN
ENSG00000198742	Q9HCE7	SMUF1_HUMAN
ENSG00000198752	Q9Y5S2	MRCKB_HUMAN
ENSG00000198755	P62906	RL10A_HUMAN
ENSG00000198783	Q96NB3	ZN830_HUMAN
ENSG00000198786	P03915	NU5M_HUMAN
ENSG00000198791	Q9UIV1	CNOT7_HUMAN
ENSG00000198793	P42345	MTOR_HUMAN
ENSG00000198804	P00395	COX1_HUMAN
ENSG00000198805	P00491	PNPH_HUMAN
ENSG00000198824	Q96JM3	CHAP1_HUMAN
ENSG00000198830	P05204	HMGN2_HUMAN
ENSG00000198832	Q8WWX9	SELM_HUMAN
ENSG00000198833	Q9Y385	UB2J1_HUMAN
ENSG00000198840	P03897	NU3M_HUMAN
ENSG00000198841	Q96EK9	KTI12_HUMAN
ENSG00000198843	P62341	SELT_HUMAN
ENSG00000198844	O94989	ARHGF_HUMAN
ENSG00000198856	A0A087WUD3	A0A087WUD3_HUMAN
ENSG00000198856	A0A087WUD3	OSTC_HUMAN
ENSG00000198856	Q9NRP0	A0A087WUD3_HUMAN
ENSG00000198856	Q9NRP0	OSTC_HUMAN
ENSG00000198858	K7EN78	K7EN78_HUMAN
ENSG00000198858	K7EN78	R3HD4_HUMAN
ENSG00000198858	Q96D70	K7EN78_HUMAN
ENSG00000198858	Q96D70	R3HD4_HUMAN
ENSG00000198860	Q8WW01	SEN15_HUMAN
ENSG00000198862	O94822	LTN1_HUMAN
ENSG00000198873	P34947	GRK5_HUMAN
ENSG00000198886	P03905	NU4M_HUMAN
ENSG00000198894	Q9C0C6	CIPC_HUMAN
ENSG00000198898	P47755	CAZA2_HUMAN
ENSG00000198899	P00846	ATP6_HUMAN
ENSG00000198900	P11387	TOP1_HUMAN
ENSG00000198917	Q5T280	CI114_HUMAN
ENSG00000198918	P62891	RL39_HUMAN
ENSG00000198925	Q7Z3C6	ATG9A_HUMAN
ENSG00000198931	P07741	APT_HUMAN
ENSG00000198938	P00414	COX3_HUMAN
ENSG00000198951	P17050	NAGAB_HUMAN
ENSG00000198954	Q96EK5	KBP_HUMAN
ENSG00000198954	Q96EK5	A0A1B0GUA3_HUMAN
ENSG00000198954	A0A1B0GUA3	KBP_HUMAN
ENSG00000198954	A0A1B0GUA3	A0A1B0GUA3_HUMAN
ENSG00000198959	A2A299	A2A299_HUMAN
ENSG00000198959	A2A299	TGM2_HUMAN
ENSG00000198959	P21980	A2A299_HUMAN
ENSG00000198959	P21980	TGM2_HUMAN
